Id,Price
3,16147.7095
4,15879.3911
6,16108.1704
7,16442.2705
8,17103.0363
9,16721.2011
10,14601.5535
12,17227.1833
15,17701.2203
19,15546.9909
25,16708.6952
29,16055.8882
32,16248.948
35,15707.926
40,15415.5036
45,16463.4579
46,16994.3204
50,17071.8245
51,17505.8219
61,15915.721
68,16057.121
69,18576.4997
72,15547.307
74,15677.1738
75,16658.3122
80,16226.801
82,16476.0191
83,15903.8986
90,19483.1572
96,19388.7887
103,17249.644
108,17921.2401
111,24701.9034
113,24954.1848
121,19611.8912
122,16749.8634
125,18162.1839
141,17781.3039
145,17571.4593
147,17428.3523
155,18333.007
157,17654.8562
159,18073.3526
162,18109.8582
172,17502.9712
175,19502.1486
178,19347.7249
181,20196.2598
182,18908.4249
183,19553.778
184,19840.8842
187,18948.8047
191,10554.8379
192,11623.0688
194,12008.5305
197,12364.6216
199,14309.8706
201,13491.991
204,12890.0842
208,12886.4666
210,12975.7595
213,15025.2756
218,13487.4296
219,12124.3088
220,12424.0602
221,13533.9224
222,12263.0838
224,13418.4372
232,12230.3974
235,13534.9818
240,13892.2869
241,13064.1493
244,13170.1846
245,14519.9566
246,13595.7712
247,13762.6654
248,12719.2415
252,13493.2544
259,12883.8526
260,12320.427
262,12608.4018
267,13893.9856
268,14106.1973
271,13149.8729
273,13355.1838
275,13033.6647
282,13614.6517
283,14175.8065
294,13122.4757
299,14408.9365
303,13687.5488
305,12996.284
307,13188.2023
311,14112.8526
314,12460.3708
315,13645.5155
324,13458.7878
326,14053.7052
328,12974.2036
331,13801.1612
339,13843.8438
341,13800.1347
342,13860.2058
356,14024.7925
361,14465.4525
363,13503.5125
368,13752.149
374,14530.2856
376,14130.2958
378,14226.7925
381,9275.0534
394,11169.9862
395,10370.6575
400,11867.7993
402,10573.4805
403,10164.8333
405,10966.7985
406,10360.2848
408,11358.2813
411,11043.153
412,11185.718
415,11779.2972
422,10312.4959
424,10244.2341
425,12082.2384
426,10457.6856
427,10802.5685
428,10929.7936
432,11628.0303
433,10878.7868
436,11334.2088
437,10515.9936
438,11129.6891
440,11436.4903
441,10556.45
446,11995.9234
448,11168.3674
449,12147.6272
453,11254.2423
459,11176.3459
460,11793.2532
461,11582.7055
462,10850.0588
469,11108.1531
470,12160.4886
472,12316.192
473,11357.803
474,10886.4747
480,11481.0445
482,11491.3869
486,11136.3914
500,11648.588
502,11037.0051
509,11504.0909
511,11500.1755
516,11134.6115
518,11540.7531
530,11069.0809
531,12193.5359
533,11236.5205
535,12354.2691
543,11239.4285
547,12379.5915
551,11889.9371
552,11969.1906
554,11285.064
560,12694.0918
561,11804.4203
566,11421.7747
568,11168.2813
572,12438.2909
579,12178.3133
580,12478.6909
582,11873.9962
583,12848.5654
591,12723.2827
595,12001.2318
598,11753.0547
