Id,Price
3,15840.969893098809
4,15720.179425855167
6,15551.861536496319
7,16126.812058821321
8,16486.417706492823
9,16589.199889358599
10,14299.357634312939
12,18597.762773080729
15,18779.822375403251
19,16991.546956656501
25,17881.795951904729
29,17529.757714647334
32,14908.256304098759
35,14796.83867005771
40,15056.128113179468
45,16181.26158683328
46,19205.26727044303
50,18350.01525679091
51,16903.699595246464
61,15028.719003666658
68,15163.165381581523
69,20323.793283984065
72,14372.569334784523
74,15204.901378611568
75,18002.527544228826
80,15324.50103507936
82,15444.282526967116
83,15420.476542285178
90,21138.135863028001
96,21434.254637907259
103,17006.739862517919
108,16753.551660575438
111,26958.685928313993
113,26929.895196815021
121,21160.510326594114
122,16094.234344027936
125,19150.353505333886
141,19459.868273919448
145,16386.667956914753
147,16722.2051928523
155,16927.859506976325
157,16448.811620971654
159,16949.639820198528
162,19283.506573642604
172,16538.757502840366
175,18277.595745293424
178,18416.583862597588
181,21205.308384856209
182,17861.671061241534
183,18461.019018020481
184,18465.340508738998
187,17900.065105448943
191,10527.365729417652
192,11212.104258534033
194,11864.427853342611
197,11545.611867396161
199,13841.152214971837
201,12634.145682003815
204,12045.233814353123
208,12176.126966566313
210,12278.180743194185
213,14387.042922557332
218,12850.448613179848
219,11548.595169554465
220,11564.940007783473
221,12388.74430992594
222,12389.39733518986
224,12413.271170582622
232,11783.799504403956
235,12152.50658243522
240,13252.548292063177
241,12765.222350503784
244,12208.647548527457
245,14172.356283827685
246,12716.217273275834
247,12740.571274303831
248,12334.363887668587
252,12753.074787450023
259,12002.121215512045
260,12003.734572047368
262,12008.881947658956
267,12865.433546136133
268,12950.028500260785
271,12306.51553585846
273,12890.459779053461
275,12161.718041887973
282,12682.713197802659
283,13016.214531445876
294,12583.435406068806
299,13103.547057214193
303,12566.236500530504
305,12243.356430742424
307,12814.56668128632
311,13073.537332522683
314,12271.129211094696
315,12846.392059601378
324,13123.301698976662
326,13151.631471465807
328,12356.694727324881
331,13180.172516834922
339,13220.756116339471
341,12656.133738313802
342,13236.313482927158
356,13072.684520257637
361,13425.949471454136
363,12777.097065186128
368,12727.68864882458
374,13470.442246753257
376,13661.758187482134
378,13264.750774421729
381,8875.8004990774207
394,10914.791294778232
395,9931.7947604376823
400,11664.048217976
402,9584.4287533313036
403,9430.2392195323482
405,11241.775116702076
406,10139.141767686233
408,10467.851675809827
411,10251.097187238745
412,10589.592243490275
415,11628.471082001459
422,9670.6690115388483
424,9908.7338785314932
425,11782.181705208961
426,10500.418391769286
427,10745.464239578694
428,10209.037187664304
432,10858.668089783285
433,10294.87159665022
436,10830.809507138561
437,10184.281102546025
438,10922.165193410125
440,10945.213143909816
441,10391.384889367502
446,11091.288505992386
448,10773.152472682297
449,11101.199124707375
453,11040.593245727476
459,10426.31276520947
460,11167.250709514134
461,11590.148653636221
462,10536.222051633056
469,10327.169419853482
470,11416.397799372207
472,11430.111329919659
473,10953.272205837537
474,10385.058188858442
480,10581.694364828058
482,10591.528157041408
486,10842.777744860388
500,10926.787524431944
502,10528.185961461626
509,10737.940262590535
511,11408.765048334841
516,10620.992375473958
518,11615.984074908774
530,10693.017220785376
531,11193.422874253709
533,10717.889800699893
535,11211.918854529504
543,11563.839341946878
547,11573.26979502663
551,10801.841960394755
552,10894.350044191349
554,11084.167868137825
560,11923.760016372427
561,11192.137285394594
566,10894.033762393519
568,10921.672096367925
572,11763.415386648849
579,11784.888393864501
580,11801.828637481667
582,11409.776533778757
583,11902.000164819416
591,11562.785487636458
595,11699.391983388923
598,11209.022419223096
602,11353.072109845933
605,15465.459614041261
609,6136.4697415730916
613,8142.4355628769845
614,7126.2716965298168
616,8853.0013666949235
622,8165.0557569577359
623,9052.3379561011679
625,9059.4059942546301
633,8184.6580007607117
634,9573.1038875542581
643,9195.5924543351866
645,8716.9863207149319
647,8648.4288988127373
649,8665.2923159282655
654,8946.2105035325512
656,9438.0884153158404
668,8989.5181045392528
670,8997.1431348295882
671,8353.0539716649801
675,8507.2729429244064
677,8201.0066041215323
679,8292.7848361521028
680,9107.5812309738249
683,10105.127411589026
687,8981.9327425435185
694,7985.1842644046992
697,8250.7619947846979
699,8842.8690537814982
701,9173.1436743545346
704,8862.0756791979074
709,9545.7496973457746
712,8910.1306559899822
714,9986.9899687403813
715,8932.5063745998777
717,9345.7433861372992
722,9546.8931190799922
725,8820.9747558506206
727,8424.5051283016801
730,9247.2722726711072
731,9017.8798245759681
735,9054.1419333619997
739,9469.6453266986646
742,8512.2217865781859
744,8528.2977320519276
750,9126.1667786738835
757,9386.0209346795455
762,8904.4185674940236
765,8580.5973730608821
772,10882.916404365096
776,10001.06070442358
778,8950.3416088647209
782,8638.0635963068344
785,8727.8635459193029
787,8979.9198120059446
788,8664.9336652643979
789,10374.434992431197
791,9653.0493928003125
794,9816.49652004987
798,9821.1637300262228
801,9259.4991723145358
805,9511.5554384011775
807,9602.8727114214562
811,8717.3485460258089
815,9560.1097874538973
818,9323.918193961028
819,9080.6969755659811
821,9738.4804626521654
827,9586.3460377724841
830,9116.9206711011939
831,9605.5526631888933
834,9697.426928346511
838,8811.0768780577928
844,9322.6223742673174
846,9658.1980234556831
848,8849.4901288906112
861,9765.3991756951436
862,9849.0145919239148
868,9864.322272380814
872,9720.7924156878144
876,9489.8250243081711
877,9734.3907064823434
880,9249.1967003443278
882,8926.7583829406649
886,9261.3160809818655
889,9917.0636657741852
897,8950.8242845875211
899,9524.0896440511569
907,9960.3553994628601
914,9567.5542373685166
915,9976.9499238226563
918,9572.7208196055144
928,9347.8227218575776
929,9036.5818670717999
931,8796.0303696095943
933,9532.7620629481971
935,9539.7916878508404
937,9954.6420559231192
940,10038.411125155166
943,9883.0115739544854
948,11032.80741920229
955,9677.4353413758799
960,10594.131859822664
963,10034.080658645835
965,10042.838879835326
967,10133.215028210543
969,10303.922259868123
974,9606.8522480139509
979,9538.7365784966387
986,9822.4069500188343
989,9578.3022268544883
993,9263.2392536113039
994,10170.582145479973
995,10178.111142643262
996,10902.333686352707
997,9616.7154776873067
1002,10929.491854691412
1004,9507.4886539881118
1008,10344.487907791045
1011,10536.0343280253
1020,10248.744135133922
1021,9439.4600418065675
1025,10440.521034873091
1027,9798.5061872536317
1028,10052.886455015745
1032,10410.876236064825
1047,10062.857203694526
1050,6763.4515896658413
1053,6804.8341466910206
1054,6283.6955686081201
1059,6674.6272223335691
1060,6949.0400004051626
1070,5711.7233282662928
1077,7141.2375745517202
1078,7827.6637766170315
1091,8264.3545878757723
1093,6828.0560213788413
1103,8309.5580083150417
1106,6942.681161864195
1111,6976.619268974755
1113,7316.4011691291817
1119,6855.6866346062161
1121,7113.6201280700043
1122,7930.3179788081907
1127,6612.321994042024
1128,7722.9634637245908
1131,6630.9140074453317
1132,6968.5639721783809
1140,7287.4208814632148
1142,6736.2047279779799
1143,7306.1089279935695
1144,7321.3013686980121
1145,7325.0274540288374
1149,8261.2763171494007
1151,7694.579623578582
1154,6815.9506367067806
1158,7965.5160024496727
1167,7687.2529235039838
1169,7777.5714520029724
1172,7218.2501025917009
1173,6906.183362913318
1174,6911.9837637892924
1178,7813.7375276619568
1180,7511.3893404440023
1191,7071.6958299172111
1192,6990.7309279963374
1197,7021.3654955355451
1198,7515.2216897364706
1199,7027.2235162877478
1201,8639.2174005666748
1208,8032.4523470695131
1215,7410.3163567557931
1218,7084.8433925369754
1222,10141.421002765186
1223,9059.4999043243006
1228,7693.0648102578707
1229,8018.9603202361614
1236,7796.290191036649
1237,8046.348968080245
1239,8051.1314178085886
1248,8157.2954122764058
1250,8077.271635000594
1256,7569.9426205917262
1260,7276.9096467010677
1263,7290.9688965058886
1264,7293.2160716797225
1276,7071.2181743695401
1278,8214.5029736007564
1282,7901.2070098957047
1287,7341.4823213508353
1288,8239.9517522775568
1290,8327.9270724756643
1292,7929.0182034987956
1300,8352.7228258880787
1302,7708.0190507103689
1303,7954.8319080583751
1305,7958.1546542556025
1307,7961.7270865826868
1319,8570.7743891971186
1322,7937.9787217774428
1326,8443.4741309806705
1327,9094.5737124225125
1329,8448.1797542078421
1330,8448.4102337127551
1332,7484.9558132118545
1342,8177.5417055524886
1344,7859.0983662358485
1345,8105.7767772059888
1346,7866.1664043893106
1347,8123.158773208037
1349,8535.9540323610418
1351,8465.8216671748087
1354,7899.8932386203669
1359,8570.5643713613972
1360,11673.164395395201
1362,8172.039634892717
1366,8755.5229190774262
1371,7633.1157216737047
1372,7879.390793510247
1378,8220.3058845642954
1381,7821.9348010988906
1387,8667.7114827176556
1394,9362.6541535016149
1396,8326.6529694949277
1398,7515.390593749471
1399,8124.2842433606274
1406,8154.7267446452752
1407,8729.816733523272
1411,8451.3615883234888
1412,8209.1199078247882
1414,8871.282505506184
1417,7673.8836666857824
1419,8503.3539233258925
1423,9596.8597438293509
1433,9218.8929880834185
1435,8256.4475429384038
1436,9108.543204318732
1437,8314.0674191876315
1439,8390.8939208532684
